Macon,0.0016183396576951324,32.8088 -83.6942
Escondido,0.001610982749194445,33.1331 -117.0740
Paterson,0.001576095737846085,40.9148 -74.1628
Joliet,0.0015738059795807413,41.5177 -88.1488
Naperville,0.0015655374080670006,41.7492 -88.1620
Rockford,0.0015588483457270386,42.2588 -89.0646
Torrance,0.0015557423310430308,33.8350 -118.3414
Bridgeport,0.0015538447998879545,41.1874 -73.1958
Savannah,0.0015524137009721147,32.0025 -81.1536
Killeen,0.001542215796105168,31.0777 -97.7320
Bellevue,0.0015312122355522666,47.5979 -122.1565
Mesquite,0.0015259648728608542,32.7629 -96.5888
Syracuse,0.0015201026676722664,43.0410 -76.1436
McAllen,0.0015126821547753195,26.2322 -98.2464
Pasadena,0.0015121627188725332,34.1606 -118.1396
Orange,0.0014900389897069218,33.7870 -117.8613
Fullerton,0.0014882580666116545,33.8857 -117.9280
Dayton,0.0014880354512247461,39.7774 -84.1996
Miramar,0.0014875796197182194,25.9770 -80.3358
Olathe,0.0014573039270986763,38.8843 -94.8195
Thornton,0.0014520671651399738,39.9194 -104.9428
Waco,0.0014463215680111951,31.5601 -97.1860
Murfreesboro,0.0014456431211177598,35.8522 -86.4160
Denton,0.0014445406449159278,33.2166 -97.1414
West Valley City,0.0014435017731103553,40.6885 -112.0118
Midland,0.0014426431137608514,32.0246 -102.1135
Carrollton,0.0014386254360637901,32.9884 -96.8998
Roseville,0.0014345865569013092,38.7690 -121.3189
Warren,0.0014313321319593625,42.4929 -83.0250
Charleston,0.0014297738242510037,32.8179 -79.9590
Hampton,0.0014275900733127594,37.0480 -76.2971
Surprise,0.0014213992454101636,33.6706 -112.4527
Columbia,0.0014111059339488275,34.0291 -80.8980
Coral Springs,0.0014102896775301632,26.2707 -80.2593
Visalia,0.0014100034577469954,36.3273 -119.3289
Sterling Heights,0.0014059857800499342,42.5812 -83.0303
Gainesville,0.0014019363001547432,29.6788 -82.3461
Cedar Rapids,0.0014017136847678346,41.9670 -91.6778
New Haven,0.001388844395257987,41.3108 -72.9250
Stamford,0.0013868302560431014,41.0799 -73.5460
Elizabeth,0.0013803744098227577,40.6664 -74.1935
Concord,0.0013757948932920706,37.9722 -122.0016
Thousand Oaks,0.0013674415159166504,34.1933 -118.8742
Kent,0.001361748922451421,47.3880 -122.2127
Santa Clara,0.0013477135523434817,37.3646 -121.9679
Simi Valley,0.0013449997647697412,34.2669 -118.7485
Lafayette,0.0013446817427884435,30.2074 -92.0285
Topeka,0.0013419149515511532,39.0347 -95.6962
Athens,0.0013324166950430614,33.9496 -83.3701
Round Rock,0.0013110774200979843,30.5252 -97.6660
Hartford,0.0013081304164046254,41.7659 -72.6816
Norman,0.0013022258082851976,35.2406 -97.3453
Victorville,0.0012979643137358081,34.5277 -117.3536
Fargo,0.0012970950536535944,46.8652 -96.8290
Berkeley,0.0012967240280087472,37.8670 -122.2991
Vallejo,0.0012944024675452738,38.1079 -122.2640
Abilene,0.0012920703063490904,32.4545 -99.7381
Columbia,0.0012902893832538232,38.9473 -92.3264
Ann Arbor,0.0012877452074034415,42.2761 -83.7309
Allentown,0.0012856886652577162,40.5936 -75.4784
Pearland,0.0012714518812282883,29.5558 -95.3231
Beaumont,0.001262695676009891,30.0849 -94.1453
Wilmington,0.0012619642254529063,34.2092 -77.8858
Evansville,0.001260745141191265,37.9877 -87.5347
Arvada,0.0012594412510679442,39.8337 -105.1503
Provo,0.0012438369725189362,40.2453 -111.6448
Independence,0.0012435295512703483,39.0855 -94.3521
Lansing,0.0012401373168031726,42.7143 -84.5593
Odessa,0.0012388122252144321,31.8838 -102.3411
Richardson,0.0012379853680630582,32.9723 -96.7081
Fairfield,0.0012325047892520274,38.2593 -122.0321
El Monte,0.0012308404742165692,34.0746 -118.0291
Rochester,0.0012268545987176378,44.0154 -92.4772
Clearwater,0.0012245224375214546,27.9789 -82.7666
Carlsbad,0.0012225825034355385,33.1239 -117.2828
Springfield,0.0012176849649235535,39.7911 -89.6446
Temecula,0.0012119499685274847,33.4931 -117.1317
West Jordan,0.0012074764593238967,40.6024 -112.0008
Costa Mesa,0.0012066284007071029,33.6659 -117.9123
Miami Gardens,0.0012058333457538584,25.9489 -80.2436
Cambridge,0.0012045612578286675,42.3760 -71.1187
College Station,0.0012038616094698126,30.5852 -96.2964
Murrieta,0.0012013386350848507,33.5721 -117.1904
Downey,0.0011988580636307284,33.9382 -118.1309
Peoria,0.0011966425104943544,40.7515 -89.6174
Westminster,0.0011958898584719497,39.8822 -105.0644
Elgin,0.0011921159976272168,42.0396 -88.3217
Antioch,0.0011838262246480563,37.9791 -121.7962
Palm Bay,0.0011836460121919874,27.9856 -80.6626
High Point,0.0011821195066817585,35.9900 -79.9905
Lowell,0.0011803491843192012,42.6390 -71.3211
Manchester,0.0011787590744127125,42.9849 -71.4441
Pueblo,0.0011780276238557278,38.2699 -104.6123
Gresham,0.0011772431696351934,45.5023 -122.4416
North Charleston,0.001175207828954888,32.9178 -80.0650
Ventura,0.0011744551769324835,34.2678 -119.2542
Inglewood,0.001172419836252178,33.9561 -118.3443
Pompano Beach,0.0011710947446634374,26.2416 -80.1339
Centennial,0.0011687307812691245,39.5906 -104.8691
West Palm Beach,0.0011684339607532465,26.7464 -80.1251
Everett,0.0011669180559757274,47.9566 -122.1914
Richmond,0.0011665046274000404,37.9523 -122.3606
Clovis,0.0011628049716842768,36.8282 -119.6849
Billings,0.0011622855357814907,45.7885 -108.5499
Waterbury,0.0011515469935463375,41.5585 -73.0367
Broken Arrow,0.0011480911546829023,36.0365 -95.7810
Lakeland,0.0011454515722381313,28.0555 -81.9549
West Covina,0.0011406176381224058,34.0559 -117.9099
Boulder,0.0011356034915506118,40.0270 -105.2519
Daly City,0.0011350628541824056,37.7009 -122.4650
Santa Maria,0.0011344268102198103,34.9332 -120.4438
Hillsboro,0.0011331547222946192,45.5280 -122.9357
Sandy Springs,0.0011315116087245811,33.9315 -84.3687
Norwalk,0.0011245681287995809,33.9076 -118.0835
Jurupa Valley,0.001123974487767825,34.0026 -117.4676
Lewisville,0.0011239002826388556,33.0466 -96.9818
Greeley,0.0011178260627960693,40.4153 -104.7697
Davie,0.0011146564437158018,26.0791 -80.2850
Green Bay,0.0011143066195363745,44.5207 -87.9842
Tyler,0.0011129815279476338,32.3173 -95.3059
League City,0.0011120486634691605,29.4901 -95.1091
Burbank,0.0011113172129121759,34.1901 -118.3264
San Mateo,0.0011104055498991224,37.5603 -122.3106
Wichita Falls,0.0011103949491664124,33.9067 -98.5259
El Cajon,0.0011013525241648473,32.8017 -116.9604
Rialto,0.0010978330809051525,34.1118 -117.3883
Lakewood,0.0010885044361204194,40.0771 -74.2004
Edison,0.001086045066131717,40.5040 -74.3494
Davenport,0.0010846669708794267,41.5541 -90.6040
South Bend,0.0010838719159261825,41.6769 -86.2690
Woodbridge,0.0010809037107674037,40.5607 -74.2927
Las Cruces,0.001078221725391793,32.3264 -106.7897
Vista,0.001076695219881564,33.1895 -117.2386
Renton,0.0010746916813993883,47.4761 -122.1920
Sparks,0.0010694867216388157,39.5544 -119.7356
Clinton,0.001067620992681869,42.5903 -82.9170
Allen,0.001067334772898701,33.0997 -96.6631
Tuscaloosa,0.0010631156812801513,33.2065 -87.5346
San Angelo,0.001061334758184884,31.4411 -100.4505
Vacaville,0.0010604124944391207,38.3539 -121.9728
